console,name,company,metascore,userscore,totalscore,rankcategory,rank
DC,Marvel vs. Capcom 2,Sega,90,8.8,98.8,top10company,10.0
PC,The Orange Box,PC,96,9.2,105.2,top10company,1.0
PC,Half-Life 2,PC,96,9.1,105.1,top10company,2.0
PC,BioShock,PC,96,8.5,104.5,top10company,3.0
PC,Baldur's Gate II: Shadows of Amn,PC,95,9.2,104.2,top10company,4.0
PC,Portal 2,PC,95,9.0,104.0,top10company,5.0
PC,Grand Theft Auto V,PC,96,7.7,103.7,top10company,6.0
PC,Mass Effect 2,PC,94,8.8,102.8,top10company,7.0
PC,Grand Theft Auto: Vice City,PC,94,8.8,102.8,top10company,8.0
PC,BioShock Infinite,PC,94,8.6,102.6,top10company,9.0
PC,The Witcher 3: Wild Hunt,PC,93,9.3,102.3,top10company,10.0
GC,Metroid Prime,Nintendo,97,9.2,106.2,top10company,1.0
WII,Super Mario Galaxy 2,Nintendo,97,9.1,106.1,top10company,2.0
WII,Super Mario Galaxy,Nintendo,97,9.0,106.0,top10company,3.0
N64,Perfect Dark,Nintendo,97,8.9,105.9,top10company,4.0
Switch,Super Mario Odyssey,Nintendo,97,8.9,105.9,top10company,5.0
Switch,The Legend of Zelda: Breath of the Wild,Nintendo,97,8.5,105.5,top10company,6.0
GC,Resident Evil 4,Nintendo,96,9.3,105.3,top10company,7.0
GC,The Legend of Zelda: Twilight Princess,Nintendo,96,8.9,104.9,top10company,8.0
GC,The Legend of Zelda: The Wind Waker,Nintendo,96,8.9,104.9,top10company,9.0
WIIU,The Legend of Zelda: Breath of the Wild,Nintendo,96,8.2,104.2,top10company,10.0
X360,Grand Theft Auto IV,Microsoft,98,7.9,105.9,top10company,1.0
XBOX,Halo: Combat Evolved,Microsoft,97,8.6,105.6,top10company,2.0
X360,Grand Theft Auto V,Microsoft,97,8.3,105.3,top10company,3.0
X360,Mass Effect 2,Microsoft,96,8.9,104.9,top10company,4.0
X360,BioShock,Microsoft,96,8.9,104.9,top10company,5.0
X360,The Orange Box,Microsoft,96,8.8,104.8,top10company,6.0
XONE,Grand Theft Auto V,Microsoft,97,7.8,104.8,top10company,7.0
X360,The Elder Scrolls V: Skyrim,Microsoft,96,8.5,104.5,top10company,8.0
X360,Red Dead Redemption,Microsoft,95,9.0,104.0,top10company,9.0
XBOX,Grand Theft Auto Double Pack,Microsoft,96,8.0,104.0,top10company,10.0
X360,Double Dragon II: Wander of the Dragons,Microsoft,17,1.5,18.5,worst10company,1.0
X360,Ride to Hell: Retribution,Microsoft,19,1.2,20.2,worst10company,2.0
X360,Yaris,Microsoft,17,4.2,21.2,worst10company,3.0
X360,Fast & Furious: Showdown,Microsoft,22,1.0,23.0,worst10company,4.0
XBOX,Drake of the 99 Dragons,Microsoft,22,1.8,23.8,worst10company,5.0
XONE,Fighter Within,Microsoft,23,2.8,25.8,worst10company,6.0
XBOX,Pulse Racer,Microsoft,24,2.8,26.8,worst10company,7.0
X360,Leisure Suit Larry: Box Office Bust,Microsoft,25,2.5,27.5,worst10company,8.0
XBOX,Batman: Dark Tomorrow,Microsoft,25,3.4,28.4,worst10company,9.0
XBOX,Aquaman: Battle for Atlantis,Microsoft,26,2.7,28.7,worst10company,10.0
WIIU,Family Party: 30 Great Games Obstacle Arcade,Nintendo,11,1.0,12.0,worst10company,1.0
Switch,Vroom in the Night Sky,Nintendo,17,3.1,20.1,worst10company,2.0
WII,SPOGS Racing,Nintendo,18,3.6,21.6,worst10company,3.0
DS,Deal or No Deal,Nintendo,20,2.0,22.0,worst10company,4.0
DS,Homie Rollerz,Nintendo,23,2.4,25.4,worst10company,5.0
GC,Charlie's Angels,Nintendo,23,3.1,26.1,worst10company,6.0
WIIU,Game Party Champions,Nintendo,24,3.4,27.4,worst10company,7.0
GBA,Legends of Wrestling II,Nintendo,24,3.7,27.7,worst10company,8.0
3DS,Tenkai Knights: Brave Battle,Nintendo,26,2.7,28.7,worst10company,9.0
WII,Cruis'n,Nintendo,25,3.7,28.7,worst10company,10.0
PC,Ride to Hell: Retribution,PC,16,1.2,17.2,worst10company,1.0
PC,Alone in the Dark: Illumination,PC,19,1.2,20.2,worst10company,2.0
PC,Infestation: Survivor Stories The War Z,PC,20,1.7,21.7,worst10company,3.0
PC,Leisure Suit Larry: Box Office Bust,PC,20,2.3,22.3,worst10company,4.0
PC,FlatOut 3: Chaos & Destruction,PC,23,3.3,26.3,worst10company,5.0
PC,Terrawars: New York Invasion,PC,24,2.4,26.4,worst10company,6.0
PC,Postal III,PC,24,3.0,27.0,worst10company,7.0
PC,R.I.P.D. The Game,PC,26,1.5,27.5,worst10company,8.0
PC,Call for Heroes: Pompolic Wars,PC,25,3.2,28.2,worst10company,9.0
PC,Survivor 2001,PC,26,2.6,28.6,worst10company,10.0
DC,Death Crimson OX,Sega,46,4.5,50.5,worst10company,1.0
DC,Evil Dead: Hail to the King,Sega,49,6.0,55.0,worst10company,2.0
DC,World Series Baseball 2K1,Sega,48,7.2,55.2,worst10company,3.0
DC,Sonic Shuffle,Sega,54,7.2,61.2,worst10company,4.0
DC,Toy Story 2: Buzz Lightyear to the Rescue!,Sega,57,6.6,63.6,worst10company,5.0
DC,Heavy Metal: Geomatrix,Sega,58,5.8,63.8,worst10company,6.0
DC,Army Men: Sarge's Heroes,Sega,60,7.3,67.3,worst10company,7.0
DC,Tomb Raider: Chronicles,Sega,59,8.3,67.3,worst10company,8.0
DC,Virtua Athlete 2000,Sega,61,7.3,68.3,worst10company,9.0
DC,Spawn: In the Demon's Hand,Sega,62,7.0,69.0,worst10company,10.0
PS3,Leisure Suit Larry: Box Office Bust,Sony,17,1.9,18.9,worst10company,1.0
PS4,Afro Samurai 2: Revenge of Kuma Volume One,Sony,21,2.6,23.6,worst10company,2.0
PS3,Rambo: The Video Game,Sony,23,1.5,24.5,worst10company,3.0
PS3,NBA Unrivaled,Sony,24,0.9,24.9,worst10company,4.0
PS2,Gravity Games Bike: Street Vert Dirt,Sony,24,4.0,28.0,worst10company,5.0
PS4,Road Rage,Sony,26,2.5,28.5,worst10company,6.0
PSP,Dragon Ball: Evolution,Sony,28,0.9,28.9,worst10company,7.0
PS,KISS Pinball,Sony,26,3.8,29.8,worst10company,8.0
PS3,Rogue Warrior,Sony,27,2.8,29.8,worst10company,9.0
PS4,Basement Crawl,Sony,27,2.8,29.8,worst10company,10.0
GC,Metroid Prime,Nintendo,97,9.2,106.2,top10all,1.0
WII,Super Mario Galaxy 2,Nintendo,97,9.1,106.1,top10all,2.0
WII,Super Mario Galaxy,Nintendo,97,9.0,106.0,top10all,3.0
Switch,Super Mario Odyssey,Nintendo,97,8.9,105.9,top10all,4.0
N64,Perfect Dark,Nintendo,97,8.9,105.9,top10all,5.0
X360,Grand Theft Auto IV,Microsoft,98,7.9,105.9,top10all,6.0
XBOX,Halo: Combat Evolved,Microsoft,97,8.6,105.6,top10all,7.0
Switch,The Legend of Zelda: Breath of the Wild,Nintendo,97,8.5,105.5,top10all,8.0
PS2,Grand Theft Auto III,Sony,97,8.5,105.5,top10all,9.0
PS3,Grand Theft Auto IV,Sony,98,7.5,105.5,top10all,10.0
WIIU,Family Party: 30 Great Games Obstacle Arcade,Nintendo,11,1.0,12.0,worst10all,1.0
PC,Ride to Hell: Retribution,PC,16,1.2,17.2,worst10all,2.0
X360,Double Dragon II: Wander of the Dragons,Microsoft,17,1.5,18.5,worst10all,3.0
PS3,Leisure Suit Larry: Box Office Bust,Sony,17,1.9,18.9,worst10all,4.0
Switch,Vroom in the Night Sky,Nintendo,17,3.1,20.1,worst10all,5.0
PC,Alone in the Dark: Illumination,PC,19,1.2,20.2,worst10all,6.0
X360,Ride to Hell: Retribution,Microsoft,19,1.2,20.2,worst10all,7.0
X360,Yaris,Microsoft,17,4.2,21.2,worst10all,8.0
WII,SPOGS Racing,Nintendo,18,3.6,21.6,worst10all,9.0
PC,Infestation: Survivor Stories The War Z,PC,20,1.7,21.7,worst10all,10.0
